STATISTIC Label,Year,Single Year of Age,GenderCode,Sex,UNIT,VALUE,Age Group,Previous_Year_Population,Inward or Outward Flow_Immigrants: All origins,Inward or Outward Flow_Net migration,VALUE_Population,Migration_Rate
Population estimates from 1926,1997,66,1,Male,Number,12756,65 and over,12874.0,,,,
Population estimates from 1926,1997,66,2,Female,Number,13378,65 and over,13240.0,,,,
Population estimates from 1926,1997,67,1,Male,Number,12535,65 and over,12756.0,,,,
Population estimates from 1926,1997,67,2,Female,Number,13371,65 and over,13378.0,,,,
Population estimates from 1926,1997,68,1,Male,Number,11745,65 and over,12535.0,,,,
Population estimates from 1926,1997,68,2,Female,Number,13004,65 and over,13371.0,,,,
Population estimates from 1926,1997,69,1,Male,Number,10963,65 and over,11745.0,,,,
Population estimates from 1926,1997,69,2,Female,Number,12857,65 and over,13004.0,,,,
Population estimates from 1926,1997,70,1,Male,Number,10907,65 and over,10963.0,,,,
Population estimates from 1926,1997,70,2,Female,Number,13059,65 and over,12857.0,,,,
Population estimates from 1926,1997,71,1,Male,Number,10431,65 and over,10907.0,,,,
Population estimates from 1926,1997,71,2,Female,Number,12777,65 and over,13059.0,,,,
Population estimates from 1926,1997,72,1,Male,Number,10061,65 and over,10431.0,,,,
Population estimates from 1926,1997,72,2,Female,Number,12538,65 and over,12777.0,,,,
Population estimates from 1926,1997,73,1,Male,Number,9617,65 and over,10061.0,,,,
Population estimates from 1926,1997,73,2,Female,Number,12098,65 and over,12538.0,,,,
Population estimates from 1926,1997,74,1,Male,Number,9215,65 and over,9617.0,,,,
Population estimates from 1926,1997,74,2,Female,Number,12127,65 and over,12098.0,,,,
Population estimates from 1926,1997,75,1,Male,Number,8413,65 and over,9215.0,,,,
Population estimates from 1926,1997,75,2,Female,Number,11081,65 and over,12127.0,,,,
Population estimates from 1926,1997,76,1,Male,Number,8099,65 and over,8413.0,,,,
Population estimates from 1926,1997,76,2,Female,Number,10972,65 and over,11081.0,,,,
Population estimates from 1926,1997,77,1,Male,Number,7401,65 and over,8099.0,,,,
Population estimates from 1926,1997,77,2,Female,Number,10355,65 and over,10972.0,,,,
Population estimates from 1926,1997,78,1,Male,Number,6381,65 and over,7401.0,,,,
Population estimates from 1926,1997,78,2,Female,Number,9197,65 and over,10355.0,,,,
Population estimates from 1926,1997,79,1,Male,Number,5336,65 and over,6381.0,,,,
Population estimates from 1926,1997,79,2,Female,Number,7787,65 and over,9197.0,,,,
Population estimates from 1926,1997,80,1,Male,Number,5277,65 and over,5336.0,,,,
Population estimates from 1926,1997,80,2,Female,Number,8155,65 and over,7787.0,,,,
Population estimates from 1926,1997,81,1,Male,Number,4709,65 and over,5277.0,,,,
Population estimates from 1926,1997,81,2,Female,Number,7327,65 and over,8155.0,,,,
Population estimates from 1926,1997,82,1,Male,Number,4183,65 and over,4709.0,,,,
Population estimates from 1926,1997,82,2,Female,Number,7179,65 and over,7327.0,,,,
Population estimates from 1926,1997,83,1,Male,Number,3537,65 and over,4183.0,,,,
Population estimates from 1926,1997,83,2,Female,Number,6455,65 and over,7179.0,,,,
Population estimates from 1926,1997,84,1,Male,Number,3190,65 and over,3537.0,,,,
Population estimates from 1926,1997,84,2,Female,Number,5824,65 and over,6455.0,,,,
Population estimates from 1926,1997,85,1,Male,Number,2757,65 and over,3190.0,,,,
Population estimates from 1926,1997,85,2,Female,Number,4883,65 and over,5824.0,,,,
Population estimates from 1926,1997,86,1,Male,Number,2095,65 and over,2757.0,,,,
Population estimates from 1926,1997,86,2,Female,Number,4255,65 and over,4883.0,,,,
Population estimates from 1926,1997,87,1,Male,Number,1687,65 and over,2095.0,,,,
Population estimates from 1926,1997,87,2,Female,Number,3564,65 and over,4255.0,,,,
Population estimates from 1926,1997,88,1,Male,Number,1198,65 and over,1687.0,,,,
Population estimates from 1926,1997,88,2,Female,Number,2780,65 and over,3564.0,,,,
Population estimates from 1926,1997,89,1,Male,Number,936,65 and over,1198.0,,,,
Population estimates from 1926,1997,89,2,Female,Number,2177,65 and over,2780.0,,,,
Population estimates from 1926,1997,90,1,Male,Number,633,65 and over,936.0,,,,
Population estimates from 1926,1997,90,2,Female,Number,1894,65 and over,2177.0,,,,
Population estimates from 1926,1997,91,1,Male,Number,521,65 and over,633.0,,,,
Population estimates from 1926,1997,91,2,Female,Number,1469,65 and over,1894.0,,,,
Population estimates from 1926,1997,92,1,Male,Number,386,65 and over,521.0,,,,
Population estimates from 1926,1997,92,2,Female,Number,1076,65 and over,1469.0,,,,
Population estimates from 1926,1997,93,1,Male,Number,223,65 and over,386.0,,,,
Population estimates from 1926,1997,93,2,Female,Number,830,65 and over,1076.0,,,,
Population estimates from 1926,1997,94,1,Male,Number,190,65 and over,223.0,,,,
Population estimates from 1926,1997,94,2,Female,Number,680,65 and over,830.0,,,,
Population estimates from 1926,1997,95,1,Male,Number,136,65 and over,190.0,,,,
Population estimates from 1926,1997,95,2,Female,Number,393,65 and over,680.0,,,,
Population estimates from 1926,1997,96,1,Male,Number,62,65 and over,136.0,,,,
Population estimates from 1926,1997,96,2,Female,Number,347,65 and over,393.0,,,,
Population estimates from 1926,1997,97,1,Male,Number,33,65 and over,62.0,,,,
Population estimates from 1926,1997,97,2,Female,Number,173,65 and over,347.0,,,,
Population estimates from 1926,1997,98,1,Male,Number,41,65 and over,33.0,,,,
Population estimates from 1926,1997,98,2,Female,Number,114,65 and over,173.0,,,,
Population estimates from 1926,1997,99,1,Male,Number,72,65 and over,41.0,,,,
Population estimates from 1926,1997,99,2,Female,Number,240,65 and over,114.0,,,,
Population estimates from 1926,1998,0,1,Male,Number,27036,0-14 years old,35019.0,,,,
Population estimates from 1926,1998,0,2,Female,Number,25564,0-14 years old,33248.0,,,,
Population estimates from 1926,1998,1,1,Male,Number,26427,0-14 years old,27036.0,,,,
Population estimates from 1926,1998,1,2,Female,Number,24753,0-14 years old,25564.0,,,,
Population estimates from 1926,1998,2,1,Male,Number,25962,0-14 years old,26427.0,,,,
Population estimates from 1926,1998,2,2,Female,Number,24257,0-14 years old,24753.0,,,,
Population estimates from 1926,1998,3,1,Male,Number,25517,0-14 years old,25962.0,,,,
Population estimates from 1926,1998,3,2,Female,Number,23995,0-14 years old,24257.0,,,,
Population estimates from 1926,1998,4,1,Male,Number,25849,0-14 years old,25517.0,,,,
Population estimates from 1926,1998,4,2,Female,Number,24307,0-14 years old,23995.0,,,,
Population estimates from 1926,1998,5,1,Male,Number,26734,0-14 years old,25849.0,,,,
Population estimates from 1926,1998,5,2,Female,Number,25359,0-14 years old,24307.0,,,,
Population estimates from 1926,1998,6,1,Male,Number,27556,0-14 years old,26734.0,,,,
Population estimates from 1926,1998,6,2,Female,Number,26628,0-14 years old,25359.0,,,,
Population estimates from 1926,1998,7,1,Male,Number,28962,0-14 years old,27556.0,,,,
Population estimates from 1926,1998,7,2,Female,Number,27141,0-14 years old,26628.0,,,,
Population estimates from 1926,1998,8,1,Male,Number,28417,0-14 years old,28962.0,,,,
Population estimates from 1926,1998,8,2,Female,Number,27298,0-14 years old,27141.0,,,,
Population estimates from 1926,1998,9,1,Male,Number,28584,0-14 years old,28417.0,,,,
Population estimates from 1926,1998,9,2,Female,Number,27126,0-14 years old,27298.0,,,,
Population estimates from 1926,1998,10,1,Male,Number,29377,0-14 years old,28584.0,,,,
Population estimates from 1926,1998,10,2,Female,Number,28342,0-14 years old,27126.0,,,,
Population estimates from 1926,1998,11,1,Male,Number,31416,0-14 years old,29377.0,,,,
Population estimates from 1926,1998,11,2,Female,Number,29494,0-14 years old,28342.0,,,,
Population estimates from 1926,1998,12,1,Male,Number,31644,0-14 years old,31416.0,,,,
Population estimates from 1926,1998,12,2,Female,Number,30080,0-14 years old,29494.0,,,,
Population estimates from 1926,1998,13,1,Male,Number,32251,0-14 years old,31644.0,,,,
Population estimates from 1926,1998,13,2,Female,Number,30296,0-14 years old,30080.0,,,,
Population estimates from 1926,1998,14,1,Male,Number,33579,0-14 years old,32251.0,,,,
Population estimates from 1926,1998,14,2,Female,Number,31843,0-14 years old,30296.0,,,,
Population estimates from 1926,1998,15,1,Male,Number,34838,15-24 years old,29005.0,,,,
Population estimates from 1926,1998,15,2,Female,Number,33144,15-24 years old,28271.0,,,,
Population estimates from 1926,1998,16,1,Male,Number,35630,15-24 years old,34838.0,,,,
Population estimates from 1926,1998,16,2,Female,Number,33983,15-24 years old,33144.0,,,,
Population estimates from 1926,1998,17,1,Male,Number,36931,15-24 years old,35630.0,,,,
Population estimates from 1926,1998,17,2,Female,Number,34724,15-24 years old,33983.0,,,,
Population estimates from 1926,1998,18,1,Male,Number,35761,15-24 years old,36931.0,,,,
Population estimates from 1926,1998,18,2,Female,Number,33813,15-24 years old,34724.0,,,,
Population estimates from 1926,1998,19,1,Male,Number,32579,15-24 years old,35761.0,,,,
Population estimates from 1926,1998,19,2,Female,Number,32322,15-24 years old,33813.0,,,,
Population estimates from 1926,1998,20,1,Male,Number,31670,15-24 years old,32579.0,,,,
Population estimates from 1926,1998,20,2,Female,Number,30674,15-24 years old,32322.0,,,,
Population estimates from 1926,1998,21,1,Male,Number,30658,15-24 years old,31670.0,,,,
Population estimates from 1926,1998,21,2,Female,Number,29727,15-24 years old,30674.0,,,,
Population estimates from 1926,1998,22,1,Male,Number,30181,15-24 years old,30658.0,,,,
Population estimates from 1926,1998,22,2,Female,Number,29599,15-24 years old,29727.0,,,,
Population estimates from 1926,1998,23,1,Male,Number,30350,15-24 years old,30181.0,,,,
Population estimates from 1926,1998,23,2,Female,Number,28759,15-24 years old,29599.0,,,,
Population estimates from 1926,1998,24,1,Male,Number,29481,15-24 years old,30350.0,,,,
Population estimates from 1926,1998,24,2,Female,Number,27978,15-24 years old,28759.0,,,,
Population estimates from 1926,1998,25,1,Male,Number,29414,25-44 years old,24677.0,,,,
Population estimates from 1926,1998,25,2,Female,Number,28127,25-44 years old,24451.0,,,,
Population estimates from 1926,1998,26,1,Male,Number,27631,25-44 years old,29414.0,,,,
Population estimates from 1926,1998,26,2,Female,Number,27385,25-44 years old,28127.0,,,,
Population estimates from 1926,1998,27,1,Male,Number,27208,25-44 years old,27631.0,,,,
Population estimates from 1926,1998,27,2,Female,Number,27576,25-44 years old,27385.0,,,,
Population estimates from 1926,1998,28,1,Male,Number,26138,25-44 years old,27208.0,,,,
Population estimates from 1926,1998,28,2,Female,Number,26608,25-44 years old,27576.0,,,,
Population estimates from 1926,1998,29,1,Male,Number,26234,25-44 years old,26138.0,,,,
Population estimates from 1926,1998,29,2,Female,Number,26098,25-44 years old,26608.0,,,,
Population estimates from 1926,1998,30,1,Male,Number,25197,25-44 years old,26234.0,,,,
Population estimates from 1926,1998,30,2,Female,Number,25825,25-44 years old,26098.0,,,,
Population estimates from 1926,1998,31,1,Male,Number,25849,25-44 years old,25197.0,,,,
Population estimates from 1926,1998,31,2,Female,Number,26611,25-44 years old,25825.0,,,,
Population estimates from 1926,1998,32,1,Male,Number,26833,25-44 years old,25849.0,,,,
Population estimates from 1926,1998,32,2,Female,Number,27735,25-44 years old,26611.0,,,,
Population estimates from 1926,1998,33,1,Male,Number,26623,25-44 years old,26833.0,,,,
Population estimates from 1926,1998,33,2,Female,Number,28083,25-44 years old,27735.0,,,,
Population estimates from 1926,1998,34,1,Male,Number,27331,25-44 years old,26623.0,,,,
Population estimates from 1926,1998,34,2,Female,Number,27824,25-44 years old,28083.0,,,,
Population estimates from 1926,1998,35,1,Male,Number,26771,25-44 years old,27331.0,,,,
Population estimates from 1926,1998,35,2,Female,Number,28309,25-44 years old,27824.0,,,,
Population estimates from 1926,1998,36,1,Male,Number,26319,25-44 years old,26771.0,,,,
Population estimates from 1926,1998,36,2,Female,Number,26567,25-44 years old,28309.0,,,,
Population estimates from 1926,1998,37,1,Male,Number,27166,25-44 years old,26319.0,,,,
Population estimates from 1926,1998,37,2,Female,Number,27805,25-44 years old,26567.0,,,,
Population estimates from 1926,1998,38,1,Male,Number,25950,25-44 years old,27166.0,,,,
Population estimates from 1926,1998,38,2,Female,Number,26921,25-44 years old,27805.0,,,,
Population estimates from 1926,1998,39,1,Male,Number,25644,25-44 years old,25950.0,,,,
Population estimates from 1926,1998,39,2,Female,Number,25675,25-44 years old,26921.0,,,,
Population estimates from 1926,1998,40,1,Male,Number,25473,25-44 years old,25644.0,,,,
Population estimates from 1926,1998,40,2,Female,Number,26282,25-44 years old,25675.0,,,,
Population estimates from 1926,1998,41,1,Male,Number,25719,25-44 years old,25473.0,,,,
Population estimates from 1926,1998,41,2,Female,Number,25635,25-44 years old,26282.0,,,,
Population estimates from 1926,1998,42,1,Male,Number,24830,25-44 years old,25719.0,,,,
Population estimates from 1926,1998,42,2,Female,Number,25007,25-44 years old,25635.0,,,,
Population estimates from 1926,1998,43,1,Male,Number,24963,25-44 years old,24830.0,,,,
Population estimates from 1926,1998,43,2,Female,Number,25197,25-44 years old,25007.0,,,,
Population estimates from 1926,1998,44,1,Male,Number,24065,25-44 years old,24963.0,,,,
Population estimates from 1926,1998,44,2,Female,Number,24132,25-44 years old,25197.0,,,,
Population estimates from 1926,1998,45,1,Male,Number,24561,45-64 years old,13307.0,,,,
Population estimates from 1926,1998,45,2,Female,Number,24449,45-64 years old,13622.0,,,,
Population estimates from 1926,1998,46,1,Male,Number,23126,45-64 years old,24561.0,,,,
Population estimates from 1926,1998,46,2,Female,Number,22894,45-64 years old,24449.0,,,,
Population estimates from 1926,1998,47,1,Male,Number,22983,45-64 years old,23126.0,,,,
Population estimates from 1926,1998,47,2,Female,Number,22780,45-64 years old,22894.0,,,,
Population estimates from 1926,1998,48,1,Male,Number,23006,45-64 years old,22983.0,,,,
Population estimates from 1926,1998,48,2,Female,Number,22924,45-64 years old,22780.0,,,,
Population estimates from 1926,1998,49,1,Male,Number,23043,45-64 years old,23006.0,,,,
Population estimates from 1926,1998,49,2,Female,Number,23024,45-64 years old,22924.0,,,,
Population estimates from 1926,1998,50,1,Male,Number,22858,45-64 years old,23043.0,,,,
Population estimates from 1926,1998,50,2,Female,Number,22310,45-64 years old,23024.0,,,,
Population estimates from 1926,1998,51,1,Male,Number,22743,45-64 years old,22858.0,,,,
Population estimates from 1926,1998,51,2,Female,Number,21437,45-64 years old,22310.0,,,,
Population estimates from 1926,1998,52,1,Male,Number,21686,45-64 years old,22743.0,,,,
Population estimates from 1926,1998,52,2,Female,Number,21208,45-64 years old,21437.0,,,,
Population estimates from 1926,1998,53,1,Male,Number,19651,45-64 years old,21686.0,,,,
Population estimates from 1926,1998,53,2,Female,Number,19033,45-64 years old,21208.0,,,,
Population estimates from 1926,1998,54,1,Male,Number,18874,45-64 years old,19651.0,,,,
Population estimates from 1926,1998,54,2,Female,Number,18149,45-64 years old,19033.0,,,,
Population estimates from 1926,1998,55,1,Male,Number,17840,45-64 years old,18874.0,,,,
Population estimates from 1926,1998,55,2,Female,Number,17891,45-64 years old,18149.0,,,,
Population estimates from 1926,1998,56,1,Male,Number,16603,45-64 years old,17840.0,,,,
Population estimates from 1926,1998,56,2,Female,Number,15637,45-64 years old,17891.0,,,,
Population estimates from 1926,1998,57,1,Male,Number,15791,45-64 years old,16603.0,,,,
Population estimates from 1926,1998,57,2,Female,Number,15422,45-64 years old,15637.0,,,,
Population estimates from 1926,1998,58,1,Male,Number,16268,45-64 years old,15791.0,,,,
Population estimates from 1926,1998,58,2,Female,Number,15975,45-64 years old,15422.0,,,,
Population estimates from 1926,1998,59,1,Male,Number,15656,45-64 years old,16268.0,,,,
Population estimates from 1926,1998,59,2,Female,Number,15357,45-64 years old,15975.0,,,,
Population estimates from 1926,1998,60,1,Male,Number,14535,45-64 years old,15656.0,,,,
