STATISTIC Label,Year,Single Year of Age,C02199V02655,Sex,UNIT,VALUE,Age Group
Population estimates from 1926,1998,15,2,Female,Number,33144,15-24 years old
Population estimates from 1926,1998,16,1,Male,Number,35630,15-24 years old
Population estimates from 1926,1998,16,2,Female,Number,33983,15-24 years old
Population estimates from 1926,1998,17,1,Male,Number,36931,15-24 years old
Population estimates from 1926,1998,17,2,Female,Number,34724,15-24 years old
Population estimates from 1926,1998,18,1,Male,Number,35761,15-24 years old
Population estimates from 1926,1998,18,2,Female,Number,33813,15-24 years old
Population estimates from 1926,1998,19,1,Male,Number,32579,15-24 years old
Population estimates from 1926,1998,19,2,Female,Number,32322,15-24 years old
Population estimates from 1926,1998,20,1,Male,Number,31670,15-24 years old
Population estimates from 1926,1998,20,2,Female,Number,30674,15-24 years old
Population estimates from 1926,1998,21,1,Male,Number,30658,15-24 years old
Population estimates from 1926,1998,21,2,Female,Number,29727,15-24 years old
Population estimates from 1926,1998,22,1,Male,Number,30181,15-24 years old
Population estimates from 1926,1998,22,2,Female,Number,29599,15-24 years old
Population estimates from 1926,1998,23,1,Male,Number,30350,15-24 years old
Population estimates from 1926,1998,23,2,Female,Number,28759,15-24 years old
Population estimates from 1926,1998,24,1,Male,Number,29481,15-24 years old
Population estimates from 1926,1998,24,2,Female,Number,27978,15-24 years old
Population estimates from 1926,1998,25,1,Male,Number,29414,25-44 years old
Population estimates from 1926,1998,25,2,Female,Number,28127,25-44 years old
Population estimates from 1926,1998,26,1,Male,Number,27631,25-44 years old
Population estimates from 1926,1998,26,2,Female,Number,27385,25-44 years old
Population estimates from 1926,1998,27,1,Male,Number,27208,25-44 years old
Population estimates from 1926,1998,27,2,Female,Number,27576,25-44 years old
Population estimates from 1926,1998,28,1,Male,Number,26138,25-44 years old
Population estimates from 1926,1998,28,2,Female,Number,26608,25-44 years old
Population estimates from 1926,1998,29,1,Male,Number,26234,25-44 years old
Population estimates from 1926,1998,29,2,Female,Number,26098,25-44 years old
Population estimates from 1926,1998,30,1,Male,Number,25197,25-44 years old
Population estimates from 1926,1998,30,2,Female,Number,25825,25-44 years old
Population estimates from 1926,1998,31,1,Male,Number,25849,25-44 years old
Population estimates from 1926,1998,31,2,Female,Number,26611,25-44 years old
Population estimates from 1926,1998,32,1,Male,Number,26833,25-44 years old
Population estimates from 1926,1998,32,2,Female,Number,27735,25-44 years old
Population estimates from 1926,1998,33,1,Male,Number,26623,25-44 years old
Population estimates from 1926,1998,33,2,Female,Number,28083,25-44 years old
Population estimates from 1926,1998,34,1,Male,Number,27331,25-44 years old
Population estimates from 1926,1998,34,2,Female,Number,27824,25-44 years old
Population estimates from 1926,1998,35,1,Male,Number,26771,25-44 years old
Population estimates from 1926,1998,35,2,Female,Number,28309,25-44 years old
Population estimates from 1926,1998,36,1,Male,Number,26319,25-44 years old
Population estimates from 1926,1998,36,2,Female,Number,26567,25-44 years old
Population estimates from 1926,1998,37,1,Male,Number,27166,25-44 years old
Population estimates from 1926,1998,37,2,Female,Number,27805,25-44 years old
Population estimates from 1926,1998,38,1,Male,Number,25950,25-44 years old
Population estimates from 1926,1998,38,2,Female,Number,26921,25-44 years old
Population estimates from 1926,1998,39,1,Male,Number,25644,25-44 years old
Population estimates from 1926,1998,39,2,Female,Number,25675,25-44 years old
Population estimates from 1926,1998,40,1,Male,Number,25473,25-44 years old
Population estimates from 1926,1998,40,2,Female,Number,26282,25-44 years old
Population estimates from 1926,1998,41,1,Male,Number,25719,25-44 years old
Population estimates from 1926,1998,41,2,Female,Number,25635,25-44 years old
Population estimates from 1926,1998,42,1,Male,Number,24830,25-44 years old
Population estimates from 1926,1998,42,2,Female,Number,25007,25-44 years old
Population estimates from 1926,1998,43,1,Male,Number,24963,25-44 years old
Population estimates from 1926,1998,43,2,Female,Number,25197,25-44 years old
Population estimates from 1926,1998,44,1,Male,Number,24065,25-44 years old
Population estimates from 1926,1998,44,2,Female,Number,24132,25-44 years old
Population estimates from 1926,1998,45,1,Male,Number,24561,45-64 years old
Population estimates from 1926,1998,45,2,Female,Number,24449,45-64 years old
Population estimates from 1926,1998,46,1,Male,Number,23126,45-64 years old
Population estimates from 1926,1998,46,2,Female,Number,22894,45-64 years old
Population estimates from 1926,1998,47,1,Male,Number,22983,45-64 years old
Population estimates from 1926,1998,47,2,Female,Number,22780,45-64 years old
Population estimates from 1926,1998,48,1,Male,Number,23006,45-64 years old
Population estimates from 1926,1998,48,2,Female,Number,22924,45-64 years old
Population estimates from 1926,1998,49,1,Male,Number,23043,45-64 years old
Population estimates from 1926,1998,49,2,Female,Number,23024,45-64 years old
Population estimates from 1926,1998,50,1,Male,Number,22858,45-64 years old
Population estimates from 1926,1998,50,2,Female,Number,22310,45-64 years old
Population estimates from 1926,1998,51,1,Male,Number,22743,45-64 years old
Population estimates from 1926,1998,51,2,Female,Number,21437,45-64 years old
Population estimates from 1926,1998,52,1,Male,Number,21686,45-64 years old
Population estimates from 1926,1998,52,2,Female,Number,21208,45-64 years old
Population estimates from 1926,1998,53,1,Male,Number,19651,45-64 years old
Population estimates from 1926,1998,53,2,Female,Number,19033,45-64 years old
Population estimates from 1926,1998,54,1,Male,Number,18874,45-64 years old
Population estimates from 1926,1998,54,2,Female,Number,18149,45-64 years old
Population estimates from 1926,1998,55,1,Male,Number,17840,45-64 years old
Population estimates from 1926,1998,55,2,Female,Number,17891,45-64 years old
Population estimates from 1926,1998,56,1,Male,Number,16603,45-64 years old
Population estimates from 1926,1998,56,2,Female,Number,15637,45-64 years old
Population estimates from 1926,1998,57,1,Male,Number,15791,45-64 years old
Population estimates from 1926,1998,57,2,Female,Number,15422,45-64 years old
Population estimates from 1926,1998,58,1,Male,Number,16268,45-64 years old
Population estimates from 1926,1998,58,2,Female,Number,15975,45-64 years old
Population estimates from 1926,1998,59,1,Male,Number,15656,45-64 years old
Population estimates from 1926,1998,59,2,Female,Number,15357,45-64 years old
Population estimates from 1926,1998,60,1,Male,Number,14535,45-64 years old
Population estimates from 1926,1998,60,2,Female,Number,14457,45-64 years old
Population estimates from 1926,1998,61,1,Male,Number,14904,45-64 years old
Population estimates from 1926,1998,61,2,Female,Number,14898,45-64 years old
Population estimates from 1926,1998,62,1,Male,Number,14390,45-64 years old
Population estimates from 1926,1998,62,2,Female,Number,14505,45-64 years old
Population estimates from 1926,1998,63,1,Male,Number,13533,45-64 years old
Population estimates from 1926,1998,63,2,Female,Number,13999,45-64 years old
Population estimates from 1926,1998,64,1,Male,Number,13504,45-64 years old
Population estimates from 1926,1998,64,2,Female,Number,13602,45-64 years old
Population estimates from 1926,1998,65,1,Male,Number,13033,65 and over
Population estimates from 1926,1998,65,2,Female,Number,13431,65 and over
Population estimates from 1926,1998,66,1,Male,Number,12716,65 and over
Population estimates from 1926,1998,66,2,Female,Number,13113,65 and over
Population estimates from 1926,1998,67,1,Male,Number,12655,65 and over
Population estimates from 1926,1998,67,2,Female,Number,13407,65 and over
Population estimates from 1926,1998,68,1,Male,Number,12233,65 and over
Population estimates from 1926,1998,68,2,Female,Number,13235,65 and over
Population estimates from 1926,1998,69,1,Male,Number,11555,65 and over
Population estimates from 1926,1998,69,2,Female,Number,12778,65 and over
Population estimates from 1926,1998,70,1,Male,Number,10534,65 and over
Population estimates from 1926,1998,70,2,Female,Number,12728,65 and over
Population estimates from 1926,1998,71,1,Male,Number,10433,65 and over
Population estimates from 1926,1998,71,2,Female,Number,12734,65 and over
Population estimates from 1926,1998,72,1,Male,Number,9968,65 and over
Population estimates from 1926,1998,72,2,Female,Number,12552,65 and over
Population estimates from 1926,1998,73,1,Male,Number,9636,65 and over
Population estimates from 1926,1998,73,2,Female,Number,12163,65 and over
Population estimates from 1926,1998,74,1,Male,Number,9207,65 and over
Population estimates from 1926,1998,74,2,Female,Number,11782,65 and over
Population estimates from 1926,1998,75,1,Male,Number,8570,65 and over
Population estimates from 1926,1998,75,2,Female,Number,11677,65 and over
Population estimates from 1926,1998,76,1,Male,Number,7869,65 and over
Population estimates from 1926,1998,76,2,Female,Number,10650,65 and over
Population estimates from 1926,1998,77,1,Male,Number,7557,65 and over
Population estimates from 1926,1998,77,2,Female,Number,10630,65 and over
Population estimates from 1926,1998,78,1,Male,Number,6871,65 and over
Population estimates from 1926,1998,78,2,Female,Number,9894,65 and over
Population estimates from 1926,1998,79,1,Male,Number,5899,65 and over
Population estimates from 1926,1998,79,2,Female,Number,8718,65 and over
Population estimates from 1926,1998,80,1,Male,Number,4754,65 and over
Population estimates from 1926,1998,80,2,Female,Number,7229,65 and over
Population estimates from 1926,1998,81,1,Male,Number,4719,65 and over
Population estimates from 1926,1998,81,2,Female,Number,7708,65 and over
Population estimates from 1926,1998,82,1,Male,Number,4179,65 and over
Population estimates from 1926,1998,82,2,Female,Number,6699,65 and over
Population estimates from 1926,1998,83,1,Male,Number,3633,65 and over
Population estimates from 1926,1998,83,2,Female,Number,6526,65 and over
Population estimates from 1926,1998,84,1,Male,Number,3172,65 and over
Population estimates from 1926,1998,84,2,Female,Number,5990,65 and over
Population estimates from 1926,1998,85,1,Male,Number,2659,65 and over
Population estimates from 1926,1998,85,2,Female,Number,5114,65 and over
Population estimates from 1926,1998,86,1,Male,Number,2317,65 and over
Population estimates from 1926,1998,86,2,Female,Number,4372,65 and over
Population estimates from 1926,1998,87,1,Male,Number,1792,65 and over
Population estimates from 1926,1998,87,2,Female,Number,3726,65 and over
Population estimates from 1926,1998,88,1,Male,Number,1362,65 and over
Population estimates from 1926,1998,88,2,Female,Number,3084,65 and over
Population estimates from 1926,1998,89,1,Male,Number,1006,65 and over
Population estimates from 1926,1998,89,2,Female,Number,2342,65 and over
Population estimates from 1926,1998,90,1,Male,Number,673,65 and over
Population estimates from 1926,1998,90,2,Female,Number,1816,65 and over
Population estimates from 1926,1998,91,1,Male,Number,481,65 and over
Population estimates from 1926,1998,91,2,Female,Number,1574,65 and over
Population estimates from 1926,1998,92,1,Male,Number,327,65 and over
Population estimates from 1926,1998,92,2,Female,Number,1111,65 and over
Population estimates from 1926,1998,93,1,Male,Number,309,65 and over
Population estimates from 1926,1998,93,2,Female,Number,835,65 and over
Population estimates from 1926,1998,94,1,Male,Number,139,65 and over
Population estimates from 1926,1998,94,2,Female,Number,717,65 and over
Population estimates from 1926,1998,95,1,Male,Number,129,65 and over
Population estimates from 1926,1998,95,2,Female,Number,502,65 and over
Population estimates from 1926,1998,96,1,Male,Number,69,65 and over
Population estimates from 1926,1998,96,2,Female,Number,294,65 and over
Population estimates from 1926,1998,97,1,Male,Number,6,65 and over
Population estimates from 1926,1998,97,2,Female,Number,244,65 and over
Population estimates from 1926,1998,98,1,Male,Number,39,65 and over
Population estimates from 1926,1998,98,2,Female,Number,106,65 and over
Population estimates from 1926,1998,99,1,Male,Number,55,65 and over
Population estimates from 1926,1998,99,2,Female,Number,183,65 and over
Population estimates from 1926,1999,0,1,Male,Number,27437,0-14 years old
Population estimates from 1926,1999,0,2,Female,Number,25905,0-14 years old
Population estimates from 1926,1999,1,1,Male,Number,27462,0-14 years old
Population estimates from 1926,1999,1,2,Female,Number,25850,0-14 years old
Population estimates from 1926,1999,2,1,Male,Number,26866,0-14 years old
Population estimates from 1926,1999,2,2,Female,Number,25106,0-14 years old
Population estimates from 1926,1999,3,1,Male,Number,26477,0-14 years old
Population estimates from 1926,1999,3,2,Female,Number,24696,0-14 years old
